volatility_label,sigma,lsmc_price,lsmc_std_error,binomial_price,market_price,european_bs_price,european_tree_price,early_exercise_premium,absolute_error_vs_binomial,relative_error_vs_binomial,absolute_error_vs_market,relative_error_vs_market,early_exercise_fraction,lsmc_runtime_sec,binomial_runtime_sec
historical,0.17214928647384647,13.51105638591397,0.21278593267880894,13.579869171307193,12.25,13.414148991801653,13.41659504164829,0.16327412965890353,0.06881278539322366,0.00506726423687628,1.2610563859139692,0.10294337844195667,0.2264,0.028212999925017357,0.08760449988767505
market-implied,0.16149419227321724,12.202006389754603,0.19623123197724224,12.25371696542589,12.25,12.096636618754019,12.09579422774661,0.15792273767927867,0.05171057567128656,0.004219991029431233,0.04799361024539728,0.003917845734318145,0.2194,0.026233399752527475,0.0866145002655685
