n_paths,degree,basis,n_replications,mean_price,std_price,std_error_of_mean,bias,mean_absolute_error,rmse,mean_runtime_sec,mean_early_exercise_fraction,benchmark
1000,1,"[1, S]",30,13.864448894938878,0.5491064462108902,0.10025266235373391,0.2917602216019089,0.46203568371351517,0.6136703674372233,0.005207930024092396,0.20246666666666663,13.572688673336971
1000,2,"[1, S, S^2]",30,14.087592008803805,0.5048021720755977,0.09216384557446979,0.514903335466834,0.5654179023681754,0.7151618721492621,0.005320339991400639,0.25560000000000005,13.572688673336971
1000,3,"[1, S, S^2, S^3]",30,14.246305610259913,0.5023890279310514,0.0917232677469766,0.6736169369229422,0.6736169369229422,0.8353091375345839,0.005607900007938345,0.2869333333333334,13.572688673336971
10000,1,"[1, S]",30,13.567159311362149,0.1954420925539266,0.035682680925932686,-0.005529361974822855,0.1544308771126228,0.19223665536948026,0.02464847331866622,0.14686666666666665,13.572688673336971
10000,2,"[1, S, S^2]",30,13.610526840418629,0.18378395784860352,0.03355420647375292,0.03783816708165458,0.1550252443632021,0.184614152432887,0.027025550014028947,0.21902333333333335,13.572688673336971
10000,3,"[1, S, S^2, S^3]",30,13.689375714776862,0.1896467740458045,0.03462460536765746,0.11668704143988802,0.1889423286535197,0.21996113576972762,0.02913147333698968,0.2521233333333333,13.572688673336971
50000,1,"[1, S]",30,13.508359900535009,0.07436997517775816,0.013578037668652473,-0.06432877280196211,0.08164457213707206,0.09738953286270287,0.11339090663629274,0.13895400000000002,13.572688673336971
50000,2,"[1, S, S^2]",30,13.567565536117302,0.06950969994319074,0.012690676874767045,-0.005123137219672399,0.05739786338395003,0.06853314265101416,0.12572315003102025,0.2118226666666667,13.572688673336971
50000,3,"[1, S, S^2, S^3]",30,13.604054065991024,0.08391228063747058,0.015320216318948872,0.031365392654052825,0.06939284758306516,0.0882629575193645,0.13353812998781603,0.245556,13.572688673336971
