spot,moneyness,american_put_price,std_error,intrinsic_value,binomial_price,bermudan_price,lsmc_minus_binomial,lsmc_minus_bermudan,discretisation_error
902.8347442626952,1.205386841472223,0.04825321797064799,0.0024813102515454976,0.0,0.04758803756764426,0.04754450510772303,0.0006651804030037289,0.0007087128629249539,4.353245992122501e-05
912.4393692016602,1.2182101057432044,0.02935389437519412,0.0018325552821262595,0.0,0.028306946981277028,0.028280493073164874,0.0010469473939170929,0.001073401302029247,2.6453908112154118e-05
922.0439941406249,1.2310333700141856,0.01746615001521791,0.0014047871868830507,0.0,0.016664696473534583,0.016649120946953595,0.0008014535416833272,0.0008170290682643147,1.557552658098746e-05
931.6486190795898,1.2438566342851667,0.01015972106369132,0.0011023372205206906,0.0,0.00963680245989782,0.00962699529229072,0.0005229186037935003,0.0005327257714005992,9.807167607098904e-06
941.2532440185547,1.2566798985561478,0.005051076090692298,0.0006942631438869026,0.0,0.005492474739200255,0.005487138989656876,-0.0004413986485079565,-0.0004360628989645782,5.3357495433782945e-06
950.8578689575194,1.2695031628271287,0.0032437037064599996,0.0006399516068394017,0.0,0.003096451045433568,0.0030933811398725355,0.00014725266102643157,0.00015032256658746405,3.0699055610324856e-06
960.4624938964844,1.28232642709811,0.0018404187570049836,0.0005098210934919303,0.0,0.0017183574933235623,0.001716534292271702,0.00012206126368142123,0.00012388446473328148,1.8232010518602453e-06
970.0671188354492,1.295149691369091,0.0010477256892105415,0.0003663253859334713,0.0,0.0009391534254819037,0.0009381008785264746,0.00010857226372863781,0.00010962481068406687,1.0525469554290576e-06
979.671743774414,1.307972955640072,0.0006339316322715892,0.00028029905248296526,0.0,0.0005075835544069576,0.0005070551630481655,0.0001263480778646316,0.00012687646922342362,5.283913587920182e-07
989.2763687133788,1.3207962199110532,0.0003583405599088813,0.00020547871910716017,0.0,0.0002715261155094789,0.0002712431839285879,8.681444439940242e-05,8.70973759802934e-05,2.8293158089098217e-07
998.8809936523436,1.3336194841820341,0.0001756104092360299,0.00012102010987552441,0.0,0.00014335326780751725,0.00014320028365352074,3.2257141428512645e-05,3.241012558250915e-05,1.529841539965051e-07
1008.4856185913086,1.3464427484530155,8.42404505746221e-05,7.811726989699952e-05,0.0,7.47391888188328e-05,7.465712642107597e-05,9.501261755789288e-06,9.58332415354612e-06,8.206239775683272e-08
1018.0902435302734,1.3592660127239964,4.314668791400142e-05,4.314668791400142e-05,0.0,3.8502693417790565e-05,3.8459212531327476e-05,4.643994496210856e-06,4.687475382673945e-06,4.3480886463089007e-08
